Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   17940/18507       cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
[284]    0.0    0.00    0.00   18507         std::remove_reference<cvision::Frame&>::type&& std::move<cvision::Frame&>(cvision::Frame&) [284]
-----------------------------------------------
                0.00    0.00   18231/18231       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_move_assign(std::vector<cvision::Detection, std::allocator<cvision::Detection> >&&, std::integral_constant<bool, true>) [68]
[285]    0.0    0.00    0.00   18231         std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::get_allocator() const [285]
                0.00    0.00   18231/58683       std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::_M_get_Tp_allocator() const [170]
-----------------------------------------------
                0.00    0.00   18231/18231       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::vector(std::allocator<cvision::Detection> const&) [287]
[286]    0.0    0.00    0.00   18231         std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::_Vector_base(std::allocator<cvision::Detection> const&) [286]
                0.00    0.00   18231/54207       std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::_Vector_impl::_Vector_impl(std::allocator<cvision::Detection> const&) [177]
-----------------------------------------------
                0.00    0.00   18231/18231       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_move_assign(std::vector<cvision::Detection, std::allocator<cvision::Detection> >&&, std::integral_constant<bool, true>) [68]
[287]    0.0    0.00    0.00   18231         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::vector(std::allocator<cvision::Detection> const&) [287]
                0.00    0.00   18231/18231       std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::_Vector_base(std::allocator<cvision::Detection> const&) [286]
-----------------------------------------------
                0.00    0.00   18231/18231       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_move_assign(std::vector<cvision::Detection, std::allocator<cvision::Detection> >&&, std::integral_constant<bool, true>) [68]
[288]    0.0    0.00    0.00   18231         std::remove_reference<std::allocator<cvision::Detection>&>::type&& std::move<std::allocator<cvision::Detection>&>(std::allocator<cvision::Detection>&) [288]
-----------------------------------------------
                0.00    0.00   18231/18231       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> >&&) [69]
[289]    0.0    0.00    0.00   18231         std::remove_reference<std::vector<cvision::Detection, std::allocator<cvision::Detection> >&>::type&& std::move<std::vector<cvision::Detection, std::allocator<cvision::Detection> >&>(std::vector<cvision::Detection, std::allocator<cvision::Detection> >&) [289]
-----------------------------------------------
                0.00    0.00      15/18172       void std::__insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [100]
                0.00    0.00      80/18172       void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [88]
                0.00    0.00     137/18172       __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [94]
                0.00    0.00   17940/18172       LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float) [45]
[290]    0.0    0.00    0.00   18172         __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >::operator++() [290]
-----------------------------------------------
                0.00    0.00    2238/18090       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::push_back(cvision::Detection const&) [74]
                0.00    0.00   15852/18090       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [77]
[291]    0.0    0.00    0.00   18090         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::end() [291]
                0.00    0.00   18090/52032       __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::__normal_iterator(cvision::Detection* const&) [178]
-----------------------------------------------
                0.00    0.00    2238/18090       void std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_realloc_insert<cvision::Detection const&>(__gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, cvision::Detection const&) [75]
                0.00    0.00   15852/18090       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [77]
[292]    0.0    0.00    0.00   18090         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::begin() [292]
                0.00    0.00   18090/52032       __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::__normal_iterator(cvision::Detection* const&) [178]
-----------------------------------------------
                0.00    0.00     100/18052       std::char_traits<char>::compare(char const*, char const*, unsigned long) [482]
                0.00    0.00   17952/18052       std::char_traits<char>::length(char const*) [295]
[293]    0.0    0.00    0.00   18052         std::__is_constant_evaluated() [293]
-----------------------------------------------
                0.00    0.00       1/18039       void std::__sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [85]
                0.00    0.00      16/18039       void std::__insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [100]
                0.00    0.00      81/18039       void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [88]
                0.00    0.00   17941/18039       LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float) [45]
[294]    0.0    0.00    0.00   18039         bool __gnu_cxx::operator!=<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > > const&, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > > const&) [294]
                0.00    0.00   36078/36272       __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >::base() const [199]
-----------------------------------------------
                0.00    0.00       6/17952       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [511]
                0.00    0.00   17946/17952       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [22]
[295]    0.0    0.00    0.00   17952         std::char_traits<char>::length(char const*) [295]
                0.00    0.00   17952/18052       std::__is_constant_evaluated() [293]
-----------------------------------------------
                0.00    0.00       2/17949       main [1]
                0.00    0.00       2/17949       cli_parse_args(int, char**, cli_options&) [102]
                0.00    0.00       2/17949       __static_initialization_and_destruction_0() [103]
                0.00    0.00       3/17949       std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format) [527]
                0.00    0.00   17940/17949       YOLODetector::detectObjects(cv::Mat&) [4]
[296]    0.0    0.00    0.00   17949         std::__new_allocator<char>::~__new_allocator() [296]
-----------------------------------------------
                0.00    0.00   17946/17946       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [43]
[297]    0.0    0.00    0.00   17946         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [297]
-----------------------------------------------
                0.00    0.00       1/17941       main [1]
                0.00    0.00   17940/17941       cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
[298]    0.0    0.00    0.00   17941         std::vector<cvision::Frame, std::allocator<cvision::Frame> >::operator[](unsigned long) [298]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[299]    0.0    0.00    0.00   17940         cv::Size_<int>::Size_(int, int) [299]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[300]    0.0    0.00    0.00   17940         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::operator++() [300]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::empty() const [308]
[301]    0.0    0.00    0.00   17940         bool __gnu_cxx::operator==<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > const&, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > const&) [301]
                0.00    0.00   35880/196932      __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::base() const [122]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[302]    0.0    0.00    0.00   17940         YOLOModel::getInputWidth() const [302]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[303]    0.0    0.00    0.00   17940         YOLOModel::getInputHeight() const [303]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[304]    0.0    0.00    0.00   17940         YOLOModel::getNmsThreshold() const [304]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[305]    0.0    0.00    0.00   17940         YOLOModel::getConfidenceThreshold() const [305]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::initializer_list<cvision::Detection>) [339]
[306]    0.0    0.00    0.00   17940         std::initializer_list<cvision::Detection>::end() const [306]
                0.00    0.00   17940/35880       std::initializer_list<cvision::Detection>::begin() const [210]
                0.00    0.00   17940/17940       std::initializer_list<cvision::Detection>::size() const [307]
-----------------------------------------------
                0.00    0.00   17940/17940       std::initializer_list<cvision::Detection>::end() const [306]
[307]    0.0    0.00    0.00   17940         std::initializer_list<cvision::Detection>::size() const [307]
-----------------------------------------------
                0.00    0.00   17940/17940       LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float) [45]
[308]    0.0    0.00    0.00   17940         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::empty() const [308]
                0.00    0.00   17940/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::end() const [141]
                0.00    0.00   17940/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::begin() const [142]
                0.00    0.00   17940/17940       bool __gnu_cxx::operator==<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > const&, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > const&) [301]
-----------------------------------------------
                0.00    0.00   17940/17940       void std::_Destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [348]
[309]    0.0    0.00    0.00   17940         void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [309]
                0.00    0.00   17940/17940       void std::_Destroy<cv::Mat>(cv::Mat*) [347]
                0.00    0.00   17940/17940       cv::Mat* std::__addressof<cv::Mat>(cv::Mat&) [343]
-----------------------------------------------
                0.00    0.00   17940/17940       void std::_Destroy<cv::Rect_<int>*>(cv::Rect_<int>*, cv::Rect_<int>*) [349]
[310]    0.0    0.00    0.00   17940         void std::_Destroy_aux<true>::__destroy<cv::Rect_<int>*>(cv::Rect_<int>*, cv::Rect_<int>*) [310]
-----------------------------------------------
                0.00    0.00   17940/17940       void std::_Destroy<float*>(float*, float*) [350]
[311]    0.0    0.00    0.00   17940         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [311]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() [317]
[312]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl() [312]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl_data::_Vector_impl_data() [315]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [318]
[313]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl() [313]
                0.00    0.00   17940/17940       std::__new_allocator<cv::Mat>::~__new_allocator() [330]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [318]
[314]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned long) [314]
                0.00    0.00   17940/17940       std::__new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned long) [329]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl() [312]
[315]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl_data::_Vector_impl_data() [315]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [335]
[316]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() [316]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [334]
[317]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() [317]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::_Vector_impl() [312]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [335]
[318]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [318]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned long) [314]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl() [313]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_base() [322]
[319]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl::_Vector_impl() [319]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl_data::_Vector_impl_data() [321]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::~_Vector_base() [323]
[320]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl::~_Vector_impl() [320]
                0.00    0.00   17940/17940       std::__new_allocator<cv::Rect_<int> >::~__new_allocator() [331]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl::_Vector_impl() [319]
[321]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl_data::_Vector_impl_data() [321]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::vector() [336]
[322]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_base() [322]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl::_Vector_impl() [319]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::~vector() [40]
[323]    0.0    0.00    0.00   17940         std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::~_Vector_base() [323]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl::~_Vector_impl() [320]
                0.00    0.00   17940/27514       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_M_deallocate(cv::Rect_<int>*, unsigned long) [233]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::_Vector_base() [327]
[324]    0.0    0.00    0.00   17940         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [324]
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [326]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [328]
[325]    0.0    0.00    0.00   17940         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [325]
                0.00    0.00   17940/17940       std::__new_allocator<float>::~__new_allocator() [332]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [324]
[326]    0.0    0.00    0.00   17940         std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data() [326]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<float, std::allocator<float> >::vector() [340]
[327]    0.0    0.00    0.00   17940         std::_Vector_base<float, std::allocator<float> >::_Vector_base() [327]
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [324]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<float, std::allocator<float> >::~vector() [341]
[328]    0.0    0.00    0.00   17940         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [328]
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [325]
                0.00    0.00   17940/27514       std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [234]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned long) [314]
[329]    0.0    0.00    0.00   17940         std::__new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned long) [329]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_impl::~_Vector_impl() [313]
[330]    0.0    0.00    0.00   17940         std::__new_allocator<cv::Mat>::~__new_allocator() [330]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_impl::~_Vector_impl() [320]
[331]    0.0    0.00    0.00   17940         std::__new_allocator<cv::Rect_<int> >::~__new_allocator() [331]
-----------------------------------------------
                0.00    0.00   17940/17940       std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [325]
[332]    0.0    0.00    0.00   17940         std::__new_allocator<float>::~__new_allocator() [332]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[333]    0.0    0.00    0.00   17940         std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [333]
                0.00    0.00   17940/35880       __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) [208]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[334]    0.0    0.00    0.00   17940         std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [334]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() [317]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[335]    0.0    0.00    0.00   17940         std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [335]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() [316]
                0.00    0.00   17940/17940       void std::_Destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [348]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() [318]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[336]    0.0    0.00    0.00   17940         std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::vector() [336]
                0.00    0.00   17940/17940       std::_Vector_base<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::_Vector_base() [322]
-----------------------------------------------
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::initializer_list<cvision::Detection>) [339]
[337]    0.0    0.00    0.00   17940         void std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_assign_aux<cvision::Detection const*>(cvision::Detection const*, cvision::Detection const*, std::forward_iterator_tag) [337]
                0.00    0.00   17940/35880       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::capacity() const [211]
                0.00    0.00   17940/96660       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::size() const [140]
                0.00    0.00   17940/17940       cvision::Detection* std::copy<cvision::Detection const*, cvision::Detection*>(cvision::Detection const*, cvision::Detection const*, cvision::Detection*) [346]
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_erase_at_end(cvision::Detection*) [338]
-----------------------------------------------
                0.00    0.00   17940/17940       void std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_assign_aux<cvision::Detection const*>(cvision::Detection const*, cvision::Detection const*, std::forward_iterator_tag) [337]
[338]    0.0    0.00    0.00   17940         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_erase_at_end(cvision::Detection*) [338]
-----------------------------------------------
                0.00    0.00   17940/17940       LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float) [45]
[339]    0.0    0.00    0.00   17940         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::initializer_list<cvision::Detection>) [339]
                0.00    0.00   17940/17940       std::initializer_list<cvision::Detection>::end() const [306]
                0.00    0.00   17940/35880       std::initializer_list<cvision::Detection>::begin() const [210]
                0.00    0.00   17940/17940       void std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_assign_aux<cvision::Detection const*>(cvision::Detection const*, cvision::Detection const*, std::forward_iterator_tag) [337]
-----------------------------------------------
                0.00    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[340]    0.0    0.00    0.00   17940         std::vector<float, std::allocator<float> >::vector() [340]
