Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    111.40     0.00        1     0.00     0.00  void std::__insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>)
  0.00    111.40     0.00        1     0.00     0.00  void std::__introsort_loop<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>)
  0.00    111.40     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > > >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >)
  0.00    111.40     0.00        1     0.00     0.00  void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>)
  0.00    111.40     0.00        1     0.00     0.00  cvision::Frame* std::__copy_move_backward_a1<true, cvision::Frame*, cvision::Frame*>(cvision::Frame*, cvision::Frame*, cvision::Frame*)
  0.00    111.40     0.00        1     0.00     0.00  cvision::Frame* std::__copy_move_backward_a2<true, cvision::Frame*, cvision::Frame*>(cvision::Frame*, cvision::Frame*, cvision::Frame*)
  0.00    111.40     0.00        1     0.00     0.01  cvision::Frame* std::__uninitialized_default_n<cvision::Frame*, unsigned long>(cvision::Frame*, unsigned long)
  0.00    111.40     0.00        1     0.00     0.00  void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>)
  0.00    111.40     0.00        1     0.00     0.01  cvision::Frame* std::__uninitialized_default_n_a<cvision::Frame*, unsigned long, cvision::Frame>(cvision::Frame*, unsigned long, std::allocator<cvision::Frame>&)
  0.00    111.40     0.00        1     0.00     0.00  long std::__lg<long>(long)
  0.00    111.40     0.00        1     0.00     0.00  void std::sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1})
  0.00    111.40     0.00        1     0.00     0.00  void std::__sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>)
  0.00    111.40     0.00        1     0.00     0.01  std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00    111.40     0.00        1     0.00     0.00  std::operator~(std::_Ios_Fmtflags)
  0.00    111.40     0.00        1     0.00     0.00  std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00    111.40     0.00        1     0.00     0.00  std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.01% of 111.40 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00  111.36                 main [1]
                0.00  110.02       1/1           cvision::query(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    1.34       1/1           cvision::annotate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, cvision::Frame&, cv::Mat&) [11]
                0.00    0.00       1/5           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::~vector() [72]
                0.00    0.00       2/17946       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [22]
                0.00    0.00       1/1           cli_parse_args(int, char**, cli_options&) [102]
                0.00    0.00       1/35881       cv::_InputArray::_InputArray(cv::Mat const&) [80]
                0.00    0.00       2/17949       std::__new_allocator<char>::~__new_allocator() [296]
                0.00    0.00       1/1           cli_options::cli_options() [557]
                0.00    0.00       1/17941       std::vector<cvision::Frame, std::allocator<cvision::Frame> >::operator[](unsigned long) [298]
                0.00    0.00       1/71765       cv::_InputArray::~_InputArray() [151]
                0.00    0.00       1/1           cli_options::~cli_options() [558]
-----------------------------------------------
                0.00  110.02       1/1           main [1]
[2]     98.8    0.00  110.02       1         cvision::query(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.01  109.99       1/1           cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
                0.00    0.02       1/1           cvision::query(std::vector<cvision::Frame, std::allocator<cvision::Frame> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [20]
                0.00    0.00       1/5           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::~vector() [72]
-----------------------------------------------
                0.01  109.99       1/1           cvision::query(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[3]     98.7    0.01  109.99       1         cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
               42.21   67.75   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
                0.00    0.00   17940/17941       cv::_OutputArray::_OutputArray(cv::Mat&) [51]
                0.00    0.00   17940/53820       cvision::Frame::Frame() [23]
                0.00    0.01       1/1           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::vector(unsigned long, std::allocator<cvision::Frame> const&) [55]
                0.00    0.00   17940/18231       cvision::Frame::operator=(cvision::Frame&&) [67]
                0.00    0.00   17940/35884       cv::_OutputArray::~_OutputArray() [62]
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [77]
                0.00    0.00   17940/126243      std::vector<cvision::Detection, std::allocator<cvision::Detection> >::~vector() [27]
                0.00    0.00   17940/90072       cvision::Frame::~Frame() [44]
                0.00    0.00   17940/18507       std::remove_reference<cvision::Frame&>::type&& std::move<cvision::Frame&>(cvision::Frame&) [284]
                0.00    0.00   17940/17941       std::vector<cvision::Frame, std::allocator<cvision::Frame> >::operator[](unsigned long) [298]
                0.00    0.00       1/3           std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format) [527]
                0.00    0.00       1/3           std::filesystem::exists(std::filesystem::__cxx11::path const&) [524]
                0.00    0.00       1/3           std::filesystem::__cxx11::path::~path() [528]
                0.00    0.00       1/9           std::__new_allocator<cvision::Frame>::~__new_allocator() [506]
                0.00    0.00       1/2           YOLOModel::YOLOModel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, float, float, int, int) [548]
                0.00    0.00       1/2           YOLODetector::YOLODetector(YOLOModel&) [545]
                0.00    0.00       1/2           YOLOModel::~YOLOModel() [549]
-----------------------------------------------
               42.21   67.75   17940/17940       cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
[4]     98.7   42.21   67.75   17940         YOLODetector::detectObjects(cv::Mat&) [4]
                9.73   36.70 3465819800/3465819800     float const& cv::Mat::at<float>(int, int, int) const [5]
               12.13    7.57 3767155348/3767155348     cv::MatSize::operator[](int) const [7]
                1.37    0.00   17940/17940       __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::operator*() const [10]
                0.12    0.00   18598/18598       std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::push_back(cv::Rect_<int>&&) [14]
                0.00    0.03   18598/18598       std::vector<int, std::allocator<int> >::push_back(int const&) [15]
                0.01    0.01   17940/17946       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [22]
                0.01    0.01   35880/35880       bool __gnu_cxx::operator!=<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [24]
                0.00    0.01   18598/18598       std::vector<float, std::allocator<float> >::push_back(float const&) [38]
                0.01    0.00   17940/17940       YOLOModel::getNet() [39]
                0.01    0.00   17940/17940       std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::~vector() [40]
                0.01    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::end() [64]
                0.00    0.00   17940/49050       std::vector<int, std::allocator<int> >::begin() [26]
                0.00    0.00    2143/2239        std::vector<cvision::Detection, std::allocator<cvision::Detection> >::push_back(cvision::Detection const&) [74]
                0.00    0.00   17940/71760       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::vector() [37]
                0.00    0.00   17940/35884       cv::_OutputArray::~_OutputArray() [62]
                0.00    0.00   35880/35881       cv::_InputArray::_InputArray(cv::Mat const&) [80]
                0.00    0.00   17940/17940       cv::_OutputArray::_OutputArray(std::vector<cv::Mat, std::allocator<cv::Mat> >&) [81]
                0.00    0.00   17940/27514       std::vector<int, std::allocator<int> >::end() [78]
                0.00    0.00   35880/35880       cv::Scalar_<double>::Scalar_() [206]
                0.00    0.00   35880/71765       cv::_InputArray::~_InputArray() [151]
                0.00    0.00   35880/35880       std::vector<int, std::allocator<int> >::vector() [214]
                0.00    0.00   35880/58685       std::vector<int, std::allocator<int> >::~vector() [168]
                0.00    0.00   20083/20083       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [264]
                0.00    0.00   18598/18598       cv::Rect_<int>::Rect_(int, int, int, int) [279]
                0.00    0.00   17940/17940       YOLOModel::getInputWidth() const [302]
                0.00    0.00   17940/17940       YOLOModel::getInputHeight() const [303]
                0.00    0.00   17940/17940       YOLOModel::getConfidenceThreshold() const [305]
                0.00    0.00   17940/17940       YOLOModel::getNmsThreshold() const [304]
                0.00    0.00   17940/17940       cv::Size_<int>::Size_(int, int) [299]
                0.00    0.00   17940/17949       std::__new_allocator<char>::~__new_allocator() [296]
                0.00    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::vector() [334]
                0.00    0.00   17940/22228       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [246]
                0.00    0.00   17940/17940       std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::vector() [336]
                0.00    0.00   17940/17940       std::vector<float, std::allocator<float> >::vector() [340]
                0.00    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [333]
                0.00    0.00   17940/17940       __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::operator++() [300]
                0.00    0.00   17940/17940       std::vector<float, std::allocator<float> >::~vector() [341]
                0.00    0.00   17940/17940       std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [335]
                0.00    0.00    8572/8572        std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::operator[](unsigned long) [394]
                0.00    0.00    4286/225811      std::vector<int, std::allocator<int> >::operator[](unsigned long) [118]
                0.00    0.00    2143/2143        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [467]
                0.00    0.00    2143/2143        cvision::Detection::Detection() [464]
                0.00    0.00    2143/2143        std::vector<float, std::allocator<float> >::operator[](unsigned long) [469]
                0.00    0.00    2143/2143        YOLOModel::getClassName[abi:cxx11](int) const [466]
                0.00    0.00    2143/10966       cvision::Detection::~Detection() [373]
                0.00    0.00    2143/2143        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [465]
-----------------------------------------------
                9.73   36.70 3465819800/3465819800     YOLODetector::detectObjects(cv::Mat&) [4]
[5]     41.7    9.73   36.70 3465819800         float const& cv::Mat::at<float>(int, int, int) const [5]
               24.58    0.00 3465819800/3465819800     cv::Mat::ptr(int, int, int) const [6]
               12.12    0.00 3465819800/3465819800     cv::Mat::elemSize() const [8]
-----------------------------------------------
               24.58    0.00 3465819800/3465819800     float const& cv::Mat::at<float>(int, int, int) const [5]
[6]     22.1   24.58    0.00 3465819800         cv::Mat::ptr(int, int, int) const [6]
-----------------------------------------------
               12.13    7.57 3767155348/3767155348     YOLODetector::detectObjects(cv::Mat&) [4]
[7]     17.7   12.13    7.57 3767155348         cv::MatSize::operator[](int) const [7]
                7.57    0.00 3767155348/3767155348     cv::MatSize::dims() const [9]
-----------------------------------------------
               12.12    0.00 3465819800/3465819800     float const& cv::Mat::at<float>(int, int, int) const [5]
[8]     10.9   12.12    0.00 3465819800         cv::Mat::elemSize() const [8]
-----------------------------------------------
                7.57    0.00 3767155348/3767155348     cv::MatSize::operator[](int) const [7]
[9]      6.8    7.57    0.00 3767155348         cv::MatSize::dims() const [9]
-----------------------------------------------
                1.37    0.00   17940/17940       YOLODetector::detectObjects(cv::Mat&) [4]
[10]     1.2    1.37    0.00   17940         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::operator*() const [10]
-----------------------------------------------
                0.00    1.34       1/1           main [1]
[11]     1.2    0.00    1.34       1         cvision::annotate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, cvision::Frame&, cv::Mat&) [11]
                0.00    1.34       1/1           YOLODetector::drawDetections(cv::Mat&, std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [12]
                0.00    0.00       1/17941       cv::_OutputArray::_OutputArray(cv::Mat&) [51]
                0.00    0.00       1/35884       cv::_OutputArray::~_OutputArray() [62]
                0.00    0.00       1/2           YOLOModel::YOLOModel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, float, float, int, int) [548]
                0.00    0.00       1/2           YOLODetector::YOLODetector(YOLOModel&) [545]
                0.00    0.00       1/2           YOLOModel::~YOLOModel() [549]
-----------------------------------------------
                0.00    1.34       1/1           cvision::annotate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, cvision::Frame&, cv::Mat&) [11]
[12]     1.2    0.00    1.34       1         YOLODetector::drawDetections(cv::Mat&, std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [12]
                1.34    0.00       3/3           cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [13]
                0.00    0.00       3/3           cv::_InputOutputArray::~_InputOutputArray() [105]
                0.00    0.00       5/5           cv::Point_<int>::Point_(int, int) [512]
                0.00    0.00       3/3           cv::Scalar_<double>::Scalar_(double, double, double, double) [517]
                0.00    0.00       2/64674       bool __gnu_cxx::operator!=<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > const&, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > const&) [158]
                0.00    0.00       1/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::begin() const [142]
                0.00    0.00       1/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::end() const [141]
                0.00    0.00       1/8669        __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::operator*() const [389]
                0.00    0.00       1/1           std::setprecision(int) [574]
                0.00    0.00       1/8669        __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::operator++() [388]
-----------------------------------------------
                1.34    0.00       3/3           YOLODetector::drawDetections(cv::Mat&, std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [12]
[13]     1.2    1.34    0.00       3         cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [13]
                0.00    0.00       3/3           cv::_OutputArray::_OutputArray() [106]
                0.00    0.00       3/107652      cv::_InputArray::init(int, void const*) [59]
-----------------------------------------------
                0.12    0.00   18598/18598       YOLODetector::detectObjects(cv::Mat&) [4]
[14]     0.1    0.12    0.00   18598         std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::push_back(cv::Rect_<int>&&) [14]
                0.00    0.00   18598/45174       std::remove_reference<cv::Rect_<int>&>::type&& std::move<cv::Rect_<int>&>(cv::Rect_<int>&) [180]
                0.00    0.00   18598/18598       cv::Rect_<int>& std::vector<cv::Rect_<int>, std::allocator<cv::Rect_<int> > >::emplace_back<cv::Rect_<int> >(cv::Rect_<int>&&) [282]
-----------------------------------------------
                0.00    0.03   18598/18598       YOLODetector::detectObjects(cv::Mat&) [4]
[15]     0.0    0.00    0.03   18598         std::vector<int, std::allocator<int> >::push_back(int const&) [15]
                0.03    0.01    9574/9574        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [16]
                0.00    0.00    9574/27514       std::vector<int, std::allocator<int> >::end() [78]
                0.00    0.00   18048/111378      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [136]
                0.00    0.00    9024/201183      operator new(unsigned long, void*) [121]
-----------------------------------------------
                0.03    0.01    9574/9574        std::vector<int, std::allocator<int> >::push_back(int const&) [15]
[16]     0.0    0.03    0.01    9574         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [16]
                0.01    0.00   31110/49050       std::vector<int, std::allocator<int> >::begin() [26]
                0.00    0.00   93330/111378      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [136]
                0.00    0.00   62220/145184      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [127]
                0.00    0.00   62220/164606      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [125]
                0.00    0.00   62220/62220       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [161]
                0.00    0.00   31110/31110       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [228]
                0.00    0.00   31110/31110       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [227]
                0.00    0.00   31110/55389       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [175]
                0.00    0.00   31110/201183      operator new(unsigned long, void*) [121]
                0.00    0.00   31110/89795       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [143]
-----------------------------------------------
                0.01    0.00       1/2           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [25]
                0.01    0.00       1/2           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [18]
[17]     0.0    0.03    0.00       2         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [17]
-----------------------------------------------
                0.00    0.03       1/1           std::fixed(std::ios_base&) [19]
[18]     0.0    0.00    0.03       1         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [18]
                0.00    0.01       1/1           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [25]
                0.01    0.00       1/2           std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [17]
                0.00    0.00       1/1           std::operator~(std::_Ios_Fmtflags) [577]
                0.00    0.00       1/1           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [578]
-----------------------------------------------
                                                 <spontaneous>
[19]     0.0    0.00    0.03                 std::fixed(std::ios_base&) [19]
                0.00    0.03       1/1           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [18]
-----------------------------------------------
                0.00    0.02       1/1           cvision::query(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[20]     0.0    0.00    0.02       1         cvision::query(std::vector<cvision::Frame, std::allocator<cvision::Frame> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [20]
                0.00    0.01       1/1           LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float) [45]
                0.00    0.01       1/2           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::vector(std::vector<cvision::Frame, std::allocator<cvision::Frame> > const&) [32]
                0.00    0.01       1/1           LevenshteinSearch::LevenshteinSearch(std::vector<cvision::Frame, std::allocator<cvision::Frame> >) [58]
                0.00    0.00       2/5           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::~vector() [72]
                0.00    0.00       1/1           LevenshteinSearch::~LevenshteinSearch() [82]
                0.00    0.00       1/1           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::empty() const [563]
                0.00    0.00       1/35          std::vector<cvision::Frame, std::allocator<cvision::Frame> >::size() const [493]
                0.00    0.00       1/1           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::vector(std::vector<cvision::Frame, std::allocator<cvision::Frame> >&&) [570]
-----------------------------------------------
                0.00    0.00    2088/223185      cvision::Detection* std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(unsigned long, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [83]
                0.00    0.00    4476/223185      void std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_realloc_insert<cvision::Detection const&>(__gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, cvision::Detection const&) [75]
                0.00    0.00   17940/223185      std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [77]
