Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   17940/53820       cvision::Frame::Frame() [177]
                0.00    0.00   17940/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::begin() const [144]
                0.00    0.00   17940/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::end() const [143]
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::empty() const [314]
                0.00    0.00   17940/90072       cvision::Frame::~Frame() [142]
                0.00    0.00   17940/18172       __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >::operator++() [291]
                0.00    0.00    2143/8669        __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::operator*() const [398]
                0.00    0.00    2143/8669        __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >::operator++() [397]
                0.00    0.00       2/10          std::vector<cvision::Frame, std::allocator<cvision::Frame> >::begin() [493]
                0.00    0.00       2/10          std::vector<cvision::Frame, std::allocator<cvision::Frame> >::end() [492]
                0.00    0.00       1/1           std::vector<cvision::Frame, std::allocator<cvision::Frame> >::vector() [565]
-----------------------------------------------
                0.00    0.04    2143/2143        LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float) [9]
[10]     0.3    0.00    0.04    2143         LevenshteinSearch::calculate_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
                0.00    0.03    4190/4190        LevenshteinSearch::levenshtein_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [11]
                0.00    0.01    4286/4286        LevenshteinSearch::tokenize(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [42]
                0.00    0.00    4286/4286        bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [50]
                0.00    0.00   15001/15001       bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [365]
                0.00    0.00    8572/8572        __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const [402]
                0.00    0.00    8572/8572        __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++() [401]
                0.00    0.00    6429/13144       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [373]
                0.00    0.00    6429/12874       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [374]
                0.00    0.00    4286/4286        float const& std::max<float>(float const&, float const&) [425]
                0.00    0.00    4286/22228       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [247]
-----------------------------------------------
                0.00    0.03    4190/4190        LevenshteinSearch::calculate_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
[11]     0.2    0.00    0.03    4190         LevenshteinSearch::levenshtein_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [11]
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [15]
                0.00    0.01    4190/4190        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [21]
                0.00    0.00    4190/4190        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [53]
                0.00    0.00    4190/58685       std::vector<int, std::allocator<int> >::~vector() [12]
                0.00    0.00  221525/221525      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [121]
                0.00    0.00  221525/225811      std::vector<int, std::allocator<int> >::operator[](unsigned long) [119]
                0.00    0.00   43289/43289       int std::min<int>(std::initializer_list<int>) [186]
                0.00    0.00    4190/87154       std::__new_allocator<int>::~__new_allocator() [146]
                0.00    0.00    4190/12570       std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [378]
                0.00    0.00    4190/63409       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [162]
-----------------------------------------------
                0.00    0.00    4190/58685       LevenshteinSearch::levenshtein_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [11]
                0.00    0.00   18615/58685       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [51]
                0.01    0.00   35880/58685       YOLODetector::detectObjects(cv::Mat&) [4]
[12]     0.1    0.01    0.01   58685         std::vector<int, std::allocator<int> >::~vector() [12]
                0.00    0.01   58685/58685       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [40]
                0.00    0.00   58685/145184      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [128]
                0.00    0.00   58685/58685       void std::_Destroy<int*>(int*, int*) [168]
-----------------------------------------------
                0.00    0.00    4190/24279       std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [15]
                0.00    0.01   20089/24279       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [17]
[13]     0.1    0.00    0.01   24279         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [13]
                0.01    0.00   24279/24279       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [16]
                0.00    0.00   24279/24279       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [73]
-----------------------------------------------
                0.00    0.01   17940/17940       cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
[14]     0.1    0.00    0.01   17940         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [14]
                0.01    0.00   15852/15852       __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > std::copy<__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [31]
                0.00    0.00   33792/96660       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::size() const [27]
                0.00    0.00   17940/17940       std::vector<cvision::Detection, std::allocator<cvision::Detection> > const* std::__addressof<std::vector<cvision::Detection, std::allocator<cvision::Detection> > const>(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [349]
                0.00    0.00   17940/35880       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::capacity() const [218]
                0.00    0.00   17940/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::end() const [143]
                0.00    0.00   17940/89797       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::begin() const [144]
                0.00    0.00   17940/223185      std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::_M_get_Tp_allocator() [120]
                0.00    0.00   15852/18090       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::end() [292]
                0.00    0.00   15852/18090       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::begin() [293]
                0.00    0.00   15852/15852       void std::_Destroy<__gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(__gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [363]
                0.00    0.00    2088/2088        cvision::Detection* std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(unsigned long, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [454]
                0.00    0.00    2088/128331      void std::_Destroy<cvision::Detection*>(cvision::Detection*, cvision::Detection*) [132]
                0.00    0.00    2088/130569      std::_Vector_base<cvision::Detection, std::allocator<cvision::Detection> >::_M_deallocate(cvision::Detection*, unsigned long) [130]
-----------------------------------------------
                0.00    0.01    4190/4190        LevenshteinSearch::levenshtein_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [11]
[15]     0.1    0.00    0.01    4190         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [15]
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [32]
                0.00    0.00    4190/24279       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [13]
                0.00    0.00    4190/4190        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [439]
-----------------------------------------------
                0.01    0.00   24279/24279       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [13]
[16]     0.1    0.01    0.00   24279         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [16]
                0.00    0.00   24279/55389       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [41]
-----------------------------------------------
                0.00    0.01   20089/20089       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [18]
[17]     0.1    0.00    0.01   20089         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [17]
                0.00    0.01   20089/24279       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [13]
                0.00    0.00   20089/82309       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [149]
                0.00    0.00   20089/144529      std::vector<int, std::allocator<int> >::size() const [129]
                0.00    0.00   20089/87154       std::__new_allocator<int>::~__new_allocator() [146]
                0.00    0.00   20089/145184      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [128]
                0.00    0.00   20089/20089       std::vector<int, std::allocator<int> >::end() const [250]
                0.00    0.00   20089/20089       std::vector<int, std::allocator<int> >::begin() const [251]
                0.00    0.00   20089/20089       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [259]
-----------------------------------------------
                0.00    0.01   20089/20089       std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [22]
[18]     0.1    0.00    0.01   20089         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [18]
                0.00    0.01   20089/20089       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [17]
                0.00    0.00   20089/201183      operator new(unsigned long, void*) [123]
                0.00    0.00   20089/20089       std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [261]
-----------------------------------------------
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [23]
[19]     0.1    0.00    0.01    4190         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [19]
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [22]
-----------------------------------------------
                0.00    0.01    4190/4190        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [21]
[20]     0.1    0.00    0.01    4190         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [20]
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [24]
                0.00    0.00    4190/8380        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [404]
-----------------------------------------------
                0.00    0.01    4190/4190        LevenshteinSearch::levenshtein_similarity(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [11]
[21]     0.1    0.00    0.01    4190         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [21]
                0.00    0.01    4190/4190        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [20]
                0.00    0.00    4190/4190        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [438]
                0.00    0.00    4190/4190        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [433]
-----------------------------------------------
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [19]
[22]     0.1    0.00    0.01    4190         std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [22]
                0.00    0.01   20089/20089       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [18]
                0.00    0.00   20089/38704       std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [193]
-----------------------------------------------
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [24]
[23]     0.1    0.00    0.01    4190         std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [23]
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [19]
-----------------------------------------------
                0.00    0.01    4190/4190        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [20]
[24]     0.1    0.00    0.01    4190         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [24]
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [23]
-----------------------------------------------
                0.00    0.00   40166/164606      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [72]
                0.00    0.00   62220/164606      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [7]
                0.00    0.00   62220/164606      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [55]
[25]     0.1    0.01    0.00  164606         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [25]
-----------------------------------------------
                0.00    0.00       3/107652      cv::_OutputArray::_OutputArray() [104]
                0.00    0.00       3/107652      cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [102]
                0.00    0.00   17940/107652      cv::_OutputArray::_OutputArray(std::vector<cv::Mat, std::allocator<cv::Mat> >&) [67]
                0.00    0.00   17941/107652      cv::_OutputArray::_OutputArray(cv::Mat&) [66]
                0.00    0.00   35881/107652      cv::_InputArray::_InputArray(cv::Mat const&) [35]
                0.00    0.00   35884/107652      cv::_InputArray::_InputArray() [64]
[26]     0.1    0.01    0.00  107652         cv::_InputArray::init(int, void const*) [26]
-----------------------------------------------
                0.00    0.00    8952/96660       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_check_len(unsigned long, char const*) const [83]
                0.00    0.00   17940/96660       void std::vector<cvision::Detection, std::allocator<cvision::Detection> >::_M_assign_aux<cvision::Detection const*>(cvision::Detection const*, cvision::Detection const*, std::forward_iterator_tag) [74]
                0.00    0.00   33792/96660       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [14]
                0.00    0.00   35976/96660       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::vector(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [57]
[27]     0.1    0.01    0.00   96660         std::vector<cvision::Detection, std::allocator<cvision::Detection> >::size() const [27]
-----------------------------------------------
                0.01    0.00   35880/35880       cv::MatSize::operator[](int) const [29]
[28]     0.1    0.01    0.00   35880         cv::MatSize::dims() const [28]
-----------------------------------------------
                0.00    0.01   35880/35880       YOLODetector::detectObjects(cv::Mat&) [4]
[29]     0.1    0.00    0.01   35880         cv::MatSize::operator[](int) const [29]
                0.01    0.00   35880/35880       cv::MatSize::dims() const [28]
-----------------------------------------------
                0.00    0.00       1/18231       void std::__insertion_sort<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Iter_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [97]
                0.00    0.00       1/18231       cvision::Frame* std::__copy_move_backward<true, false, std::random_access_iterator_tag>::__copy_move_b<cvision::Frame*, cvision::Frame*>(cvision::Frame*, cvision::Frame*, cvision::Frame*) [107]
                0.00    0.00     108/18231       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<cvision::Frame> >, std::is_move_constructible<cvision::Frame>, std::is_move_assignable<cvision::Frame> >::value, void>::type std::swap<cvision::Frame>(cvision::Frame&, cvision::Frame&) [92]
                0.00    0.00     181/18231       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Val_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}> >(__gnu_cxx::__normal_iterator<cvision::Frame*, std::vector<cvision::Frame, std::allocator<cvision::Frame> > >, __gnu_cxx::__ops::_Val_comp_iter<LevenshteinSearch::search(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float)::{lambda(cvision::Frame const&, cvision::Frame const&)#1}>) [90]
                0.01    0.00   17940/18231       cvision::detect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
[30]     0.1    0.01    0.00   18231         cvision::Frame::operator=(cvision::Frame&&) [30]
                0.00    0.00   18231/18231       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> >&&) [288]
-----------------------------------------------
                0.01    0.00   15852/15852       std::vector<cvision::Detection, std::allocator<cvision::Detection> >::operator=(std::vector<cvision::Detection, std::allocator<cvision::Detection> > const&) [14]
[31]     0.1    0.01    0.00   15852         __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > std::copy<__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [31]
                0.00    0.00   31704/31704       __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > std::__miter_base<__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [227]
                0.00    0.00   15852/15852       __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > > >(__gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection const*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >, __gnu_cxx::__normal_iterator<cvision::Detection*, std::vector<cvision::Detection, std::allocator<cvision::Detection> > >) [362]
-----------------------------------------------
                0.00    0.01    4190/4190        std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [15]
[32]     0.1    0.00    0.01    4190         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [32]
                0.01    0.01    4190/4190        int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [33]
                0.00    0.00    4190/145184      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [128]
-----------------------------------------------
                0.01    0.01    4190/4190        std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [32]
[33]     0.1    0.01    0.01    4190         int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [33]
                0.00    0.01    4190/4190        int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [45]
